uuid,category,j2j,j2b,b2b,iou,precision,recall,infer_time,gt_joints,gt_bones,pred_joints,pred_bones
054774fa-50db-55de-bf93-a77fa2fe302d,"animal, mythical creature",0.01983642578125,0.015893024570011127,0.01643518831820577,0.8947368421052632,0.9523809523809523,0.9444444444444444,4.572816610336304,18,17,21,20
b38eb44a-ea1c-5947-aa0a-8108e387a72e,"character, anthropomorphic",0.0084686279296875,0.006662718308149365,0.0060921660075122525,1.0,1.0,1.0,11.026964902877808,49,48,49,48
06fd3f6d-2c5e-56c6-b353-f59dcedaa2da,"character, anthropomorphic, weapon",0.007904052734375,0.007181022218170876,0.006819924762741366,1.0,1.0,1.0,4.725697994232178,22,21,22,21
ec960fbd-ae94-530b-81c4-eddee828a3b9,anatomy,0.04046630859375,0.020186604890461046,0.010520185395204714,0.5,0.7,0.6363636363636364,2.21337628364563,11,10,10,9
0be1eb27-1189-5b1d-b71d-193722d8403a,character,0.0075836181640625,0.006354174034608773,0.006411047877561691,1.0,1.0,1.0,10.13782262802124,47,46,48,47
6abc3b69-f9c1-5095-a0db-ebebc3efb4e2,"mythical creature, anthropomorphic",0.00830078125,0.005203146167080506,0.004901182270861829,1.0,1.0,1.0,4.5801615715026855,22,21,22,21
0fcd58c5-9b92-58e4-acbc-047e96e36d8b,"character, anthropomorphic",0.007110595703125,0.005736463848137361,0.005138796031689761,1.0,1.0,1.0,9.637102603912354,47,46,45,44
a6f2b890-a8e2-5f81-b266-49bb4840f12a,"toy, anthropomorphic",0.00698089599609375,0.005708367111167385,0.005134751169113804,1.0,1.0,1.0,13.948386192321777,66,65,66,65
65ac25e4-e416-5bcf-9e3d-73aee9b63b56,"character, anthropomorphic",0.0084381103515625,0.006223983012904547,0.005858658496027859,1.0,1.0,1.0,6.763826608657837,34,33,34,33
7a4753a1-42a6-56aa-80b1-c525c79c95d0,"anthropomorphic, toy",0.056884765625,0.029270660036659187,0.020849805663504646,0.375,0.75,0.42857142857142855,1.6065826416015625,14,13,8,7
a9831d1d-f70d-553e-830e-0fc553bfa2eb,"animal, anthropomorphic",0.01134490966796875,0.008648565924007744,0.007446928886895443,1.0,1.0,1.0,13.277864217758179,58,57,58,57
